sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class
7953,586,996,844,1375,1851,1945,2196,2021,1796,1297,Johar
7954,586,996,844,1375,1851,1945,2196,2021,1796,1297,Johar
7955,586,996,844,1375,1851,1945,2196,2021,1796,1297,Johar
7956,695,1023,1074,1626,2083,2138,2076,2236,2096,1649,Johar
7957,696,1028,981,1415,1997,2171,2079,2198,1864,1280,Johar
7958,678,1013,886,1415,1997,2171,2142,2198,1864,1280,Johar
7959,763,1140,1062,1697,2177,2239,2098,2384,2122,1704,Johar
7960,766,1144,1130,1415,1997,2171,2368,2198,1864,1280,Johar
7961,723,1046,957,1571,2493,2724,2791,2765,1978,1525,Johar
7962,641,1001,920,1375,1851,1945,2088,2021,1796,1297,Johar
7963,766,1144,1130,1415,1997,2171,2368,2198,1864,1280,Johar
7964,1001,1226,1208,1697,2177,2239,2502,2384,2122,1704,Johar
7965,696,1028,981,1415,1997,2171,2079,2198,1864,1280,Johar
7966,618,933,731,1246,2471,2773,2592,2764,1701,1095,Johar
7967,667,1030,910,1363,1905,2002,2070,2077,1791,1260,Johar
7968,681,996,892,1363,1905,2002,2114,2077,1791,1260,Johar
7969,667,1030,910,1363,1905,2002,2070,2077,1791,1260,Johar
7970,685,984,856,1363,1905,2002,2172,2077,1791,1260,Johar
7971,678,1013,886,1415,1997,2171,2142,2198,1864,1280,Johar
7972,681,996,892,1363,1905,2002,2114,2077,1791,1260,Johar
7973,766,1144,1130,1415,1997,2171,2368,2198,1864,1280,Johar
7974,1001,1226,1208,1697,2177,2239,2502,2384,2122,1704,Johar
7975,644,987,847,1363,1905,2002,2176,2077,1791,1260,Johar
7976,763,1140,1062,1697,2177,2239,2098,2384,2122,1704,Johar
7977,641,1001,920,1375,1851,1945,2088,2021,1796,1297,Johar
7978,763,1140,1062,1697,2177,2239,2098,2384,2122,1704,Johar
7979,678,1013,886,1415,1997,2171,2142,2198,1864,1280,Johar
7980,618,933,731,1246,2471,2773,2592,2764,1701,1095,Johar
7981,681,996,892,1363,1905,2002,2114,2077,1791,1260,Johar
7982,766,1144,1130,1415,1997,2171,2368,2198,1864,1280,Johar
7983,763,1140,1062,1697,2177,2239,2098,2384,2122,1704,Johar
7984,667,1030,910,1363,1905,2002,2070,2077,1791,1260,Johar
7985,668,1023,1048,1626,2083,2138,2084,2236,2096,1649,Johar
7986,644,987,847,1363,1905,2002,2176,2077,1791,1260,Johar
7987,641,1001,920,1375,1851,1945,2088,2021,1796,1297,Johar
7988,685,984,856,1363,1905,2002,2172,2077,1791,1260,Johar
7989,681,996,892,1363,1905,2002,2114,2077,1791,1260,Johar
7990,618,933,731,1246,2471,2773,2592,2764,1701,1095,Johar
7991,618,959,792,1236,2359,2570,2575,2620,1599,986,Johar
7992,582,1019,893,1246,2471,2773,2784,2764,1701,1095,Johar
7993,635,970,858,1375,1851,1945,2093,2021,1796,1297,Johar
7994,653,984,819,1336,1988,2116,2296,2193,1771,1215,Johar
7995,627,975,813,1320,2101,2259,2376,2305,1763,1163,Johar
7996,641,1001,920,1375,1851,1945,2088,2021,1796,1297,Johar
7997,711,1024,922,1415,1997,2171,2196,2198,1864,1280,Johar
7998,696,1028,981,1415,1997,2171,2079,2198,1864,1280,Johar
7999,766,1144,1130,1415,1997,2171,2368,2198,1864,1280,Johar
8000,678,1013,886,1415,1997,2171,2142,2198,1864,1280,Johar
8001,763,1140,1062,1697,2177,2239,2098,2384,2122,1704,Johar
8002,644,987,847,1363,1905,2002,2176,2077,1791,1260,Johar
8003,206,476,234,694,2435,3137,3056,3036,1043,584,Roshan
8004,752,969,1210,1208,2001,2512,2114,2458,1726,1492,Roshan
8005,191,484,212,711,2729,3324,3652,3462,1353,789,Roshan
8006,329,647,576,1180,2104,2503,3212,2613,1901,1467,Roshan
8007,437,734,673,1145,2164,2616,3056,2686,1807,1481,Roshan
8008,233,481,276,862,2207,2560,3382,2664,1230,820,Roshan
8009,173,399,173,694,2435,3137,3460,3036,1043,584,Roshan
8010,172,461,217,828,2465,2937,3332,3015,1302,817,Roshan
8011,351,648,631,1138,1917,2295,2944,2330,1588,1381,Roshan
8012,184,431,234,671,2463,3144,3266,3159,1134,590,Roshan
8013,206,476,234,694,2435,3137,3056,3036,1043,584,Roshan
8014,168,442,166,691,2574,3057,3580,3244,1162,683,Roshan
8015,247,543,349,828,2465,2937,3152,3015,1302,817,Roshan
8016,415,705,658,1018,2016,2329,2558,2410,1500,1075,Roshan
8017,283,601,547,1420,2551,3018,3598,3208,2144,1534,Roshan
8018,172,461,217,828,2465,2937,3332,3015,1302,817,Roshan
8019,186,458,158,751,2789,3462,3808,3526,1495,769,Roshan
8020,346,561,480,1040,1685,2156,2382,1997,1410,1025,Roshan
8021,196,458,181,725,2756,3578,3814,3490,1347,738,Roshan
8022,179,485,220,711,2729,3324,3608,3462,1353,789,Roshan
8023,371,730,640,945,1979,2220,2286,2456,1425,826,Roshan
8024,190,481,206,828,2465,2937,3164,3015,1302,817,Roshan
8025,189,447,203,744,2523,3125,3562,3224,1258,725,Roshan
8026,179,485,220,711,2729,3324,3608,3462,1353,789,Roshan
8027,248,520,372,1145,2164,2616,3272,2686,1807,1481,Roshan
8028,407,728,661,945,1979,2220,2298,2456,1425,826,Roshan
8029,409,716,695,978,2391,2724,2850,3051,1481,905,Roshan
8030,316,618,515,1432,2587,3036,3618,3229,2263,1591,Roshan
8031,240,551,381,1018,2016,2329,3376,2410,1500,1075,Roshan
8032,217,481,230,691,2574,3057,3182,3244,1162,683,Roshan
8033,264,569,409,978,2391,2724,3492,3051,1481,905,Roshan
8034,168,442,166,691,2574,3057,3580,3244,1162,683,Roshan
8035,269,535,361,862,2207,2560,2876,2664,1230,820,Roshan
8036,319,618,697,1098,1827,2261,2876,2156,1569,1430,Roshan
8037,409,716,695,978,2391,2724,2850,3051,1481,905,Roshan
8038,674,908,1078,996,1980,2181,1874,2416,1579,1294,Roshan
8039,148,391,188,691,2574,3057,3480,3244,1162,683,Roshan
8040,335,609,614,1097,1961,2365,3232,2494,1578,1335,Roshan
8041,412,709,584,1021,1898,2088,2956,2222,1569,1352,Roshan
8042,233,509,340,978,2391,2724,3554,3051,1481,905,Roshan
8043,191,484,212,711,2729,3324,3652,3462,1353,789,Roshan
8044,437,734,673,1145,2164,2616,3056,2686,1807,1481,Roshan
8045,192,480,245,786,2698,3428,3466,3490,1317,745,Roshan
8046,196,458,181,725,2756,3578,3814,3490,1347,738,Roshan
8047,329,647,576,1180,2104,2503,3212,2613,1901,1467,Roshan
8048,199,466,208,786,2698,3428,3652,3490,1317,745,Roshan
8049,653,927,1028,1138,1917,2295,2370,2330,1588,1381,Roshan
8050,196,411,193,680,2393,3015,3300,2914,1255,719,Roshan
8051,415,705,658,1018,2016,2329,2558,2410,1500,1075,Roshan
8052,192,480,245,786,2698,3428,3466,3490,1317,745,Roshan
8053,176,497,180,751,2789,3462,3842,3526,1495,769,Roshan
8054,194,481,266,963,2275,2860,3172,2817,1380,919,Roshan
8055,656,892,1206,1208,2001,2512,1888,2458,1726,1492,Roshan
8056,196,458,181,725,2756,3578,3814,3490,1347,738,Roshan
8057,383,673,670,1098,1827,2261,2940,2156,1569,1430,Roshan
8058,217,481,230,691,2574,3057,3182,3244,1162,683,Roshan
8059,599,849,1156,996,1980,2181,1704,2416,1579,1294,Roshan
8060,653,927,1028,1138,1917,2295,2370,2330,1588,1381,Roshan
8061,270,528,298,1021,2527,2819,3462,3092,1533,1068,Roshan
8062,371,730,640,945,1979,2220,2286,2456,1425,826,Roshan
8063,196,458,181,725,2756,3578,3814,3490,1347,738,Roshan
8064,168,442,166,691,2574,3057,3580,3244,1162,683,Roshan
8065,224,470,258,744,2523,3125,3220,3224,1258,725,Roshan
8066,711,1028,1130,1180,2104,2503,2778,2613,1901,1467,Roshan
8067,190,481,206,828,2465,2937,3164,3015,1302,817,Roshan
8068,201,427,151,744,2523,3125,3472,3224,1258,725,Roshan
8069,162,455,201,680,2393,3015,3374,2914,1255,719,Roshan
8070,303,603,538,963,2275,2860,2844,2817,1380,919,Roshan
8071,437,734,673,1145,2164,2616,3056,2686,1807,1481,Roshan
8072,201,494,219,835,2272,2680,3580,2745,1406,871,Roshan
8073,617,927,1092,1145,2164,2616,2488,2686,1807,1481,Roshan
8074,398,705,527,1097,1961,2365,3200,2494,1578,1335,Roshan
8075,335,609,614,1097,1961,2365,3232,2494,1578,1335,Roshan
8076,200,493,222,711,2729,3324,3680,3462,1353,789,Roshan
8077,192,480,245,786,2698,3428,3466,3490,1317,745,Roshan
8078,269,481,405,1075,1823,2007,2172,2125,1547,1347,Roshan
8079,206,476,234,694,2435,3137,3056,3036,1043,584,Roshan
8080,752,969,1210,1208,2001,2512,2114,2458,1726,1492,Roshan
8081,637,909,1218,1021,1898,2088,1758,2222,1569,1352,Roshan
8082,217,481,230,691,2574,3057,3182,3244,1162,683,Roshan
8083,176,497,180,751,2789,3462,3842,3526,1495,769,Roshan
8084,351,648,631,1138,1917,2295,2944,2330,1588,1381,Roshan
8085,223,488,242,963,2275,2860,3254,2817,1380,919,Roshan
8086,351,648,631,1138,1917,2295,2944,2330,1588,1381,Roshan
8087,192,480,245,786,2698,3428,3466,3490,1317,745,Roshan
8088,440,722,634,1138,1917,2295,2986,2330,1588,1381,Roshan
8089,445,609,795,1075,1823,2007,1528,2125,1547,1347,Roshan
8090,162,455,201,680,2393,3015,3374,2914,1255,719,Roshan
8091,863,1118,1408,1663,2259,2552,2460,2807,2603,2084,Roshan
8092,319,613,611,1208,2001,2512,3364,2458,1726,1492,Roshan
8093,184,431,234,671,2463,3144,3266,3159,1134,590,Roshan
8094,240,551,381,1018,2016,2329,3376,2410,1500,1075,Roshan
8095,752,969,1210,1208,2001,2512,2114,2458,1726,1492,Roshan
8096,637,909,1218,1021,1898,2088,1758,2222,1569,1352,Roshan
8097,202,462,221,725,2756,3578,3688,3490,1347,738,Roshan
8098,240,479,250,849,2499,3195,3442,3085,1406,922,Roshan
8099,247,543,349,828,2465,2937,3152,3015,1302,817,Roshan
8100,409,716,695,978,2391,2724,2850,3051,1481,905,Roshan
8101,233,509,340,978,2391,2724,3554,3051,1481,905,Roshan
8102,264,539,363,849,2499,3195,3588,3085,1406,922,Roshan
8103,221,480,247,725,2756,3578,3686,3490,1347,738,Roshan
8104,233,509,340,978,2391,2724,3554,3051,1481,905,Roshan
8105,185,449,214,725,2756,3578,3758,3490,1347,738,Roshan
8106,280,497,277,835,2272,2680,3508,2745,1406,871,Roshan
8107,248,520,372,1145,2164,2616,3272,2686,1807,1481,Roshan
8108,942,1306,1638,1388,1706,1786,2482,1963,1868,1863,Roshan
8109,194,481,266,963,2275,2860,3172,2817,1380,919,Roshan
8110,409,716,695,978,2391,2724,2850,3051,1481,905,Roshan
8111,173,475,224,751,2789,3462,3768,3526,1495,769,Roshan
8112,564,843,912,1388,1706,1786,2238,1963,1868,1863,Roshan
8113,223,488,242,963,2275,2860,3254,2817,1380,919,Roshan
8114,371,730,640,945,1979,2220,2286,2456,1425,826,Roshan
8115,177,475,212,751,2789,3462,3742,3526,1495,769,Roshan
8116,264,569,409,978,2391,2724,3492,3051,1481,905,Roshan
8117,206,476,234,694,2435,3137,3056,3036,1043,584,Roshan
8118,319,613,611,1208,2001,2512,3364,2458,1726,1492,Roshan
8119,393,711,636,978,2391,2724,2686,3051,1481,905,Roshan
8120,415,705,658,1018,2016,2329,2558,2410,1500,1075,Roshan
8121,311,626,498,945,1979,2220,2534,2456,1425,826,Roshan
8122,194,481,266,963,2275,2860,3172,2817,1380,919,Roshan
8123,217,481,230,691,2574,3057,3182,3244,1162,683,Roshan
8124,250,488,482,1075,1823,2007,2552,2125,1547,1347,Roshan
8125,707,948,1118,1097,1961,2365,1996,2494,1578,1335,Roshan
8126,189,447,203,744,2523,3125,3562,3224,1258,725,Roshan
8127,196,411,193,680,2393,3015,3300,2914,1255,719,Roshan
8128,351,648,631,1138,1917,2295,2944,2330,1588,1381,Roshan
8129,416,680,582,849,2499,3195,3034,3085,1406,922,Roshan
8130,196,415,191,694,2435,3137,3480,3036,1043,584,Roshan
8131,398,705,527,1097,1961,2365,3200,2494,1578,1335,Roshan
8132,190,464,228,694,2435,3137,3008,3036,1043,584,Roshan
8133,224,470,258,744,2523,3125,3220,3224,1258,725,Roshan
8134,192,477,248,786,2698,3428,3494,3490,1317,745,Roshan
8135,172,461,217,828,2465,2937,3332,3015,1302,817,Roshan
8136,184,436,213,671,2463,3144,3250,3159,1134,590,Roshan
8137,198,485,218,849,2499,3195,3652,3085,1406,922,Roshan
8138,615,883,1176,1098,1827,2261,1780,2156,1569,1430,Roshan
8139,305,644,558,1432,2587,3036,3516,3229,2263,1591,Roshan
8140,185,449,214,725,2756,3578,3758,3490,1347,738,Roshan
8141,250,488,482,1075,1823,2007,2552,2125,1547,1347,Roshan
8142,240,479,250,849,2499,3195,3442,3085,1406,922,Roshan
8143,752,969,1210,1208,2001,2512,2114,2458,1726,1492,Roshan
8144,269,481,405,1075,1823,2007,2172,2125,1547,1347,Roshan
8145,183,512,332,1021,2527,2819,3610,3092,1533,1068,Roshan
8146,637,932,1096,1098,1827,2261,1814,2156,1569,1430,Roshan
8147,667,916,1182,1097,1961,2365,1904,2494,1578,1335,Roshan
8148,240,479,250,849,2499,3195,3442,3085,1406,922,Roshan
8149,437,734,673,1145,2164,2616,3056,2686,1807,1481,Roshan
8150,296,576,461,945,1979,2220,2374,2456,1425,826,Roshan
8151,206,476,234,694,2435,3137,3056,3036,1043,584,Roshan
8152,221,477,223,744,2523,3125,3232,3224,1258,725,Roshan
8153,223,488,242,963,2275,2860,3254,2817,1380,919,Roshan
8154,209,426,282,874,2088,2419,3044,2663,1242,854,Roshan
8155,398,705,527,1097,1961,2365,3200,2494,1578,1335,Roshan
8156,430,661,619,996,1980,2181,2958,2416,1579,1294,Roshan
8157,189,447,203,744,2523,3125,3562,3224,1258,725,Roshan
8158,198,485,218,849,2499,3195,3652,3085,1406,922,Roshan
8159,498,700,779,1145,2164,2616,2512,2686,1807,1481,Roshan
8160,393,711,636,978,2391,2724,2686,3051,1481,905,Roshan
8161,190,464,228,694,2435,3137,3008,3036,1043,584,Roshan
8162,173,399,173,694,2435,3137,3460,3036,1043,584,Roshan
8163,407,728,661,945,1979,2220,2298,2456,1425,826,Roshan
8164,175,449,220,680,2393,3015,3300,2914,1255,719,Roshan
8165,248,520,372,1145,2164,2616,3272,2686,1807,1481,Roshan
8166,416,680,582,849,2499,3195,3034,3085,1406,922,Roshan
8167,445,609,795,1075,1823,2007,1528,2125,1547,1347,Roshan
8168,179,485,220,711,2729,3324,3608,3462,1353,789,Roshan
8169,319,618,697,1098,1827,2261,2876,2156,1569,1430,Roshan
8170,351,648,631,1138,1917,2295,2944,2330,1588,1381,Roshan
8171,599,849,1156,996,1980,2181,1704,2416,1579,1294,Roshan
8172,196,411,193,680,2393,3015,3300,2914,1255,719,Roshan
8173,173,475,224,751,2789,3462,3768,3526,1495,769,Roshan
8174,398,705,527,1097,1961,2365,3200,2494,1578,1335,Roshan
8175,232,459,273,680,2393,3015,3294,2914,1255,719,Roshan
8176,183,457,210,786,2698,3428,3806,3490,1317,745,Roshan
8177,303,603,538,963,2275,2860,2844,2817,1380,919,Roshan
8178,221,480,247,725,2756,3578,3686,3490,1347,738,Roshan
8179,163,428,215,711,2729,3324,3672,3462,1353,789,Roshan
8180,247,543,349,828,2465,2937,3152,3015,1302,817,Roshan
8181,380,661,602,1021,1898,2088,2854,2222,1569,1352,Roshan
8182,179,485,220,711,2729,3324,3608,3462,1353,789,Roshan
8183,247,543,349,828,2465,2937,3152,3015,1302,817,Roshan
8184,311,626,498,945,1979,2220,2534,2456,1425,826,Roshan
8185,201,427,151,744,2523,3125,3472,3224,1258,725,Roshan
8186,248,520,372,1145,2164,2616,3272,2686,1807,1481,Roshan
8187,430,661,619,996,1980,2181,2958,2416,1579,1294,Roshan
8188,248,520,372,1145,2164,2616,3272,2686,1807,1481,Roshan
8189,311,626,498,945,1979,2220,2534,2456,1425,826,Roshan
8190,752,969,1210,1208,2001,2512,2114,2458,1726,1492,Roshan
8191,303,603,538,963,2275,2860,2844,2817,1380,919,Roshan
8192,270,528,298,1021,2527,2819,3462,3092,1533,1068,Roshan
8193,202,462,221,725,2756,3578,3688,3490,1347,738,Roshan
8194,351,648,631,1138,1917,2295,2944,2330,1588,1381,Roshan
8195,319,613,611,1208,2001,2512,3364,2458,1726,1492,Roshan
8196,437,734,673,1145,2164,2616,3056,2686,1807,1481,Roshan
8197,311,626,498,945,1979,2220,2534,2456,1425,826,Roshan
8198,217,481,230,691,2574,3057,3182,3244,1162,683,Roshan
8199,209,426,282,874,2088,2419,3044,2663,1242,854,Roshan
8200,264,539,363,849,2499,3195,3588,3085,1406,922,Roshan
8201,430,661,619,996,1980,2181,2958,2416,1579,1294,Roshan
8202,196,415,191,694,2435,3137,3480,3036,1043,584,Roshan
8203,196,411,193,680,2393,3015,3300,2914,1255,719,Roshan
8204,346,561,480,1040,1685,2156,2382,1997,1410,1025,Roshan
8205,240,551,381,1018,2016,2329,3376,2410,1500,1075,Roshan
8206,477,713,820,1075,1823,2007,2144,2125,1547,1347,Roshan
8207,412,709,584,1021,1898,2088,2956,2222,1569,1352,Roshan
8208,393,711,636,978,2391,2724,2686,3051,1481,905,Roshan
8209,403,717,650,963,2275,2860,2576,2817,1380,919,Roshan
8210,192,477,248,786,2698,3428,3494,3490,1317,745,Roshan
8211,304,658,583,1356,2371,2757,3418,2861,2063,1491,Roshan
8212,420,736,680,1040,1685,2156,2266,1997,1410,1025,Roshan
8213,163,428,215,711,2729,3324,3672,3462,1353,789,Roshan
8214,179,485,220,711,2729,3324,3608,3462,1353,789,Roshan
8215,430,661,619,996,1980,2181,2958,2416,1579,1294,Roshan
8216,404,693,578,1208,2001,2512,3242,2458,1726,1492,Roshan
8217,173,399,173,694,2435,3137,3460,3036,1043,584,Roshan
8218,319,618,697,1098,1827,2261,2876,2156,1569,1430,Roshan
8219,173,399,173,694,2435,3137,3460,3036,1043,584,Roshan
8220,184,431,234,671,2463,3144,3266,3159,1134,590,Roshan
8221,674,908,1078,996,1980,2181,1874,2416,1579,1294,Roshan
8222,615,883,1176,1098,1827,2261,1780,2156,1569,1430,Roshan
8223,163,428,215,711,2729,3324,3672,3462,1353,789,Roshan
8224,192,477,248,786,2698,3428,3494,3490,1317,745,Roshan
8225,175,426,279,691,2574,3057,3228,3244,1162,683,Roshan
8226,264,569,409,978,2391,2724,3492,3051,1481,905,Roshan
8227,415,705,658,1018,2016,2329,2558,2410,1500,1075,Roshan
8228,223,488,242,963,2275,2860,3254,2817,1380,919,Roshan
8229,233,509,340,978,2391,2724,3554,3051,1481,905,Roshan
8230,319,613,611,1208,2001,2512,3364,2458,1726,1492,Roshan
8231,371,730,640,945,1979,2220,2286,2456,1425,826,Roshan
8232,179,485,220,711,2729,3324,3608,3462,1353,789,Roshan
8233,416,680,582,849,2499,3195,3034,3085,1406,922,Roshan
8234,173,399,173,694,2435,3137,3460,3036,1043,584,Roshan
8235,221,477,223,744,2523,3125,3232,3224,1258,725,Roshan
8236,148,391,188,691,2574,3057,3480,3244,1162,683,Roshan
8237,162,455,201,680,2393,3015,3374,2914,1255,719,Roshan
8238,311,626,498,945,1979,2220,2534,2456,1425,826,Roshan
8239,403,717,631,1133,2211,2481,2952,2546,1673,1273,Roshan
8240,863,1118,1408,1663,2259,2552,2460,2807,2603,2084,Roshan
8241,202,462,221,725,2756,3578,3688,3490,1347,738,Roshan
8242,173,475,224,751,2789,3462,3768,3526,1495,769,Roshan
8243,775,1054,1260,1388,1706,1786,1772,1963,1868,1863,Roshan
8244,775,1054,1260,1388,1706,1786,1772,1963,1868,1863,Roshan
8245,247,543,349,828,2465,2937,3152,3015,1302,817,Roshan
8246,175,449,220,680,2393,3015,3300,2914,1255,719,Roshan
8247,351,648,631,1138,1917,2295,2944,2330,1588,1381,Roshan
8248,430,661,619,996,1980,2181,2958,2416,1579,1294,Roshan
8249,163,428,215,711,2729,3324,3672,3462,1353,789,Roshan
8250,173,399,173,694,2435,3137,3460,3036,1043,584,Roshan
8251,416,680,582,849,2499,3195,3034,3085,1406,922,Roshan
8252,168,442,166,691,2574,3057,3580,3244,1162,683,Roshan
8253,859,977,786,1114,2406,3054,3086,3179,1353,951,Roshan
8254,1114,1278,1390,1448,2485,3080,2756,3133,1849,1556,Roshan
8255,849,973,800,1177,2777,3693,3842,3827,1671,1074,Roshan
8256,1018,1176,1122,1510,2150,2450,2852,2542,1829,1503,Roshan
8257,970,1114,1076,1445,2314,2721,2836,2784,1905,1605,Roshan
8258,859,964,844,1235,2345,2808,3094,2889,1537,1101,Roshan
8259,823,950,799,1114,2406,3054,3284,3179,1353,951,Roshan
8260,878,980,861,1214,2321,2874,3028,2956,1571,1140,Roshan
8261,951,1028,1009,1447,2277,2765,3054,2818,1850,1602,Roshan
8262,844,913,788,1124,2406,3179,3274,3258,1406,925,Roshan
8263,859,977,786,1114,2406,3054,3086,3179,1353,951,Roshan
8264,835,948,761,1098,2421,3150,3218,3268,1476,966,Roshan
8265,890,1028,974,1214,2321,2874,2894,2956,1571,1140,Roshan
8266,986,1154,1072,1336,2367,2854,2548,2943,1704,1232,Roshan
8267,902,1017,879,1303,2436,3049,3548,3161,1757,1335,Roshan
8268,878,980,861,1214,2321,2874,3028,2956,1571,1140,Roshan
8269,874,980,844,1157,2799,3606,3842,3750,1642,1111,Roshan
8270,883,1044,977,1363,2177,2568,2690,2604,1629,1221,Roshan
8271,888,989,808,1200,2776,3689,3794,3703,1631,1024,Roshan
8272,858,982,818,1177,2777,3693,3720,3827,1671,1074,Roshan
8273,963,1100,1050,1292,2184,2590,2456,2738,1589,1153,Roshan
8274,832,972,818,1214,2321,2874,3076,2956,1571,1140,Roshan
8275,834,938,757,1095,2437,3163,3356,3240,1451,1028,Roshan
8276,858,982,818,1177,2777,3693,3720,3827,1671,1074,Roshan
8277,919,1038,929,1445,2314,2721,2856,2784,1905,1605,Roshan
8278,977,1126,1052,1292,2184,2590,2478,2738,1589,1153,Roshan
8279,980,1140,1086,1326,2323,2869,2644,2914,1727,1242,Roshan
8280,896,1032,879,1293,2336,2989,3510,3029,1755,1372,Roshan
8281,915,1050,941,1336,2367,2854,3188,2943,1704,1232,Roshan
8282,891,987,799,1098,2421,3150,3106,3268,1476,966,Roshan
8283,929,1060,934,1326,2323,2869,3304,2914,1727,1242,Roshan
8284,835,948,761,1098,2421,3150,3218,3268,1476,966,Roshan
8285,871,990,803,1235,2345,2808,2988,2889,1537,1101,Roshan
8286,946,1116,937,1448,2282,2760,3108,2794,1809,1584,Roshan
8287,980,1140,1086,1326,2323,2869,2644,2914,1727,1242,Roshan
8288,1104,1278,1390,1433,2343,2744,2576,2903,1825,1515,Roshan
8289,844,904,780,1098,2421,3150,3248,3268,1476,966,Roshan
8290,946,1056,963,1429,2403,2974,3558,3005,1847,1592,Roshan
8291,945,1044,969,1461,2264,2704,3086,2812,1796,1506,Roshan
8292,929,1036,919,1326,2323,2869,3320,2914,1727,1242,Roshan
8293,849,973,800,1177,2777,3693,3842,3827,1671,1074,Roshan
8294,970,1114,1076,1445,2314,2721,2836,2784,1905,1605,Roshan
8295,858,996,800,1203,2730,3580,3706,3678,1644,1081,Roshan
8296,888,989,808,1200,2776,3689,3794,3703,1631,1024,Roshan
8297,1018,1176,1122,1510,2150,2450,2852,2542,1829,1503,Roshan
8298,850,985,804,1203,2730,3580,3828,3678,1644,1081,Roshan
8299,1142,1268,1324,1447,2277,2765,2688,2818,1850,1602,Roshan
8300,859,943,791,1194,2370,2981,3152,3072,1540,1149,Roshan
8301,986,1154,1072,1336,2367,2854,2548,2943,1704,1232,Roshan
8302,858,996,800,1203,2730,3580,3706,3678,1644,1081,Roshan
8303,893,1028,839,1157,2799,3606,3794,3750,1642,1111,Roshan
8304,853,974,827,1219,2317,2929,3130,2976,1539,1153,Roshan
8305,1122,1306,1344,1448,2485,3080,2762,3133,1849,1556,Roshan
8306,888,989,808,1200,2776,3689,3794,3703,1631,1024,Roshan
8307,967,1080,948,1448,2282,2760,3110,2794,1809,1584,Roshan
8308,891,987,799,1098,2421,3150,3106,3268,1476,966,Roshan
8309,1128,1302,1322,1433,2343,2744,2502,2903,1825,1515,Roshan
8310,1142,1268,1324,1447,2277,2765,2688,2818,1850,1602,Roshan
8311,918,1030,871,1336,2528,3154,3462,3239,1789,1323,Roshan
8312,963,1100,1050,1292,2184,2590,2456,2738,1589,1153,Roshan
8313,888,989,808,1200,2776,3689,3794,3703,1631,1024,Roshan
8314,835,948,761,1098,2421,3150,3218,3268,1476,966,Roshan
8315,856,957,786,1095,2437,3163,3220,3240,1451,1028,Roshan
8316,1120,1274,1314,1510,2150,2450,2530,2542,1829,1503,Roshan
8317,832,972,818,1214,2321,2874,3076,2956,1571,1140,Roshan
8318,831,930,774,1095,2437,3163,3306,3240,1451,1028,Roshan
8319,874,978,832,1194,2370,2981,3018,3072,1540,1149,Roshan
8320,892,1058,911,1219,2317,2929,2858,2976,1539,1153,Roshan
8321,970,1114,1076,1445,2314,2721,2836,2784,1905,1605,Roshan
8322,903,976,819,1262,2523,3063,3582,3277,1648,1177,Roshan
8323,1098,1262,1256,1445,2314,2721,2554,2784,1905,1605,Roshan
8324,951,1044,961,1429,2403,2974,3522,3005,1847,1592,Roshan
8325,946,1056,963,1429,2403,2974,3558,3005,1847,1592,Roshan
8326,880,985,810,1177,2777,3693,3758,3827,1671,1074,Roshan
8327,858,996,800,1203,2730,3580,3706,3678,1644,1081,Roshan
8328,1013,1092,1016,1441,2240,2601,2800,2659,1902,1690,Roshan
8329,859,977,786,1114,2406,3054,3086,3179,1353,951,Roshan
8330,1114,1278,1390,1448,2485,3080,2756,3133,1849,1556,Roshan
8331,1134,1316,1308,1461,2264,2704,2518,2812,1796,1506,Roshan
8332,891,987,799,1098,2421,3150,3106,3268,1476,966,Roshan
8333,893,1028,839,1157,2799,3606,3794,3750,1642,1111,Roshan
8334,951,1028,1009,1447,2277,2765,3054,2818,1850,1602,Roshan
8335,866,982,850,1219,2317,2929,3120,2976,1539,1153,Roshan
8336,951,1028,1009,1447,2277,2765,3054,2818,1850,1602,Roshan
8337,858,996,800,1203,2730,3580,3706,3678,1644,1081,Roshan
8338,961,1058,1009,1447,2277,2765,3086,2818,1850,1602,Roshan
8339,1102,1230,1248,1441,2240,2601,2418,2659,1902,1690,Roshan
8340,874,978,832,1194,2370,2981,3018,3072,1540,1149,Roshan
8341,1178,1314,1386,1480,2207,2648,2728,2647,1965,1695,Roshan
8342,926,1128,916,1448,2485,3080,3586,3133,1849,1556,Roshan
8343,844,913,788,1124,2406,3179,3274,3258,1406,925,Roshan
8344,915,1050,941,1336,2367,2854,3188,2943,1704,1232,Roshan
8345,1114,1278,1390,1448,2485,3080,2756,3133,1849,1556,Roshan
8346,1134,1316,1308,1461,2264,2704,2518,2812,1796,1506,Roshan
8347,840,998,796,1200,2776,3689,3820,3703,1631,1024,Roshan
8348,869,1022,835,1281,2518,3202,3212,3279,1646,1172,Roshan
8349,890,1028,974,1214,2321,2874,2894,2956,1571,1140,Roshan
8350,980,1140,1086,1326,2323,2869,2644,2914,1727,1242,Roshan
8351,929,1036,919,1326,2323,2869,3320,2914,1727,1242,Roshan
8352,906,1028,901,1281,2518,3202,3444,3279,1646,1172,Roshan
8353,833,1036,818,1200,2776,3689,3798,3703,1631,1024,Roshan
8354,929,1036,919,1326,2323,2869,3320,2914,1727,1242,Roshan
8355,905,993,808,1200,2776,3689,3806,3703,1631,1024,Roshan
8356,886,998,853,1262,2523,3063,3462,3277,1648,1177,Roshan
